FSC,DSEC,PTE,IVP,RBU,EMC_Final,label,model
0.1989643177314762,1.0,0.869056,0.06378152636028651,1.0,0.130880443943815,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.35871712557074525,0.99999994,0.7520401,0.08300991437250553,0.99999994,0.19884266684703067,1.0,llama-3.1-8b-instant
0.31497093129570014,1.0,0.6914465,0.05568871814034959,1.0,0.14334323476370828,1.0,qwen/qwen3-32b
0.3129176450347016,1.0,0.79394567,0.07654777554175379,1.0,0.16713146556013586,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3606963774147083,0.99999756,0.69763744,0.09685628256834079,0.52352154,0.12494246949776662,1.0,llama-3.1-8b-instant
0.43318460455277774,1.0,0.6496692,0.07428820300952921,1.0,0.18977852634586792,1.0,qwen/qwen3-32b
0.3824353005104186,1.0,0.76145947,0.08358005759981386,1.0,0.19097572611011404,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3521141256441861,1.0,0.5974636,0.04852039756243602,1.0,0.13414967914168652,1.0,llama-3.1-8b-instant
0.3114980660921706,1.0,0.62440395,0.045185872416054915,1.0,0.1245648252612014,1.0,qwen/qwen3-32b
0.3152528857454546,1.0,0.795036,0.0787637919056155,1.0,0.17564017431545098,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3300038837103089,1.0,0.7401196,0.06892544389252497,1.0,0.16212452020948784,1.0,llama-3.1-8b-instant
0.3306304904911163,1.0,0.64417434,0.05000882601164179,1.0,0.13576805123888908,1.0,qwen/qwen3-32b
0.3398639858931743,1.0,0.8080118,0.09427844394379299,1.0,0.20272798817753981,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.4120511165404449,0.9999995,0.6399965,0.0818331676462392,0.9996805,0.2153046895941537,1.0,llama-3.1-8b-instant
0.37336720029438686,1.0,0.632632,0.059608747942206455,1.0,0.15933939701588068,1.0,qwen/qwen3-32b
0.3376408126129627,1.0,0.6633544,0.056280599956387005,1.0,0.14678953582698276,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.202960372632493,1.0,0.79163194,0.04468858147174402,1.0,0.1041750540825166,1.0,llama-3.1-8b-instant
0.3864483398368578,0.99999994,0.6568471,0.06815000647552608,1.0,0.17399618898375252,1.0,qwen/qwen3-32b
0.2299655098390496,1.0,0.81100583,0.057341419955592075,1.0,0.12665459048516062,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.35652948226962544,1.0,0.7829973,0.08758225997904828,1.0,0.19703862119035648,1.0,llama-3.1-8b-instant
0.3176608731200661,1.0,0.62182105,0.04455692049637578,1.0,0.121401948116204,1.0,qwen/qwen3-32b
0.27975757092968095,1.0,0.76724994,0.05768746597929935,1.0,0.1336327599130768,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.33360771137470857,1.0,0.76393336,0.07177287574027487,1.0,0.16756512082613764,1.0,llama-3.1-8b-instant
0.3182737549849591,1.0,0.61471856,0.0448141794346085,1.0,0.1240132105932384,1.0,qwen/qwen3-32b
0.30812158727053873,1.0,0.84931135,0.08925444034231435,1.0,0.18503960521244858,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.28701572910042433,1.0,0.66940105,0.04454467194122966,1.0,0.1164988739845,0.0,llama-3.1-8b-instant
0.35906656026836137,1.0,0.6051003,0.05105738474545177,1.0,0.13853034173482912,0.0,qwen/qwen3-32b
0.33084954565943897,1.0,0.763472,0.0701310168866175,1.0,0.15814853513855878,0.0,meta-llama/llama-4-scout-17b-16e-instruct
